Day(d),Temperature(℃),pH,C/N,Ammonia(mg·kg−1),Nitrate(mg·kg−1),TN(wt.%),OM(wt.%),AR(L·min−1·kg−1),Additives,Cumulative NH3(g·kg−1),Daily NH3(g·kg−1)
8,49.79406919,8.001692047,15.17705363,11458.33333,145.5805893,2.027058059,53.03846154,0.2,1,0.005533835,0.005551016
14,40.39538715,7.866328257,12.85265374,12395.83333,57.19237435,2.315540666,51.30769231,0.2,1,0.036210526,0.022204066
23,26.67215815,7.58714044,11.47189011,11312.5,66.55112652,2.549512256,50.42307692,0.2,1,0.09275188,0.006719651
0,38.65035784,7.583677686,21.74293637,1122.589532,20.66115702,1.715820896,64.31724138,0.132575004,0,0,0
3,49.52602472,7.940082645,21.0743063,2093.663912,35.53719008,1.624477612,59.02068966,0.132575004,0,0.190299049,0.140367422
6,53.78093689,8.539256198,16.89583512,3395.316804,97.52066116,1.785671642,52.0137931,0.132575004,0,1.014928263,0.330918016
9,52.07709824,8.420454545,11.91835212,2706.61157,127.2727273,2.120597015,43.57241379,0.132575004,0,1.826870873,0.307644661
12,48.49759271,8.296487603,10.76602982,2107.438017,390.0826446,2.231641791,41.42068966,0.132575004,0,2.327991702,0.238551889
16,42.27195836,8.337809917,9.823235374,1198.347107,590.9090909,2.27641791,38.55172414,0.132575004,0,2.600753673,0.120003237
22,26.89206246,8.188016529,8.972257438,413.2231405,841.322314,2.303283582,35.62758621,0.132575004,0,2.708589801,0.052365049
0,38.65029278,7.547520661,20.69243696,1219.008264,42.97520661,1.787462687,63.76551724,0.132575004,1,0,0
3,47.87085231,8.415289256,24.18925571,2892.561983,33.05785124,1.497313433,62.44137931,0.132575004,1,0.399628003,0.229097088
6,51.40845804,8.926652893,19.09571087,4194.214876,50.41322314,1.714029851,56.42758621,0.132575004,1,1.484332584,0.413102051
9,52.68405986,8.751033058,13.63763117,3498.62259,70.24793388,2.029253731,47.71034483,0.132575004,1,2.58806707,0.35055491
12,50.37338972,8.539256198,10.56841763,2885.674931,209.0909091,2.109850746,38.44137931,0.132575004,1,3.222397234,0.265461705
16,43.20988939,8.487603306,9.51243309,1198.347107,340.4958678,2.199402985,36.06896552,0.132575004,1,3.514189109,0.109821144
22,27.33337671,8.239669421,8.930519602,702.4793388,670.2479339,2.267462687,34.91034483,0.132575004,1,3.577622126,0.031273571
0,38.59518543,7.490702479,21.85701264,1143.250689,30.5785124,1.706865672,64.31724138,0.132575004,1,0,0
3,49.47085231,8.095041322,21.31520686,2293.38843,50.41322314,1.631641791,59.95862069,1.33E-01,1,0.260075367,0.172368285
6,53.06369551,8.616735537,16.72767525,3498.62259,112.3966942,1.774925373,51.1862069,0.132575004,1,1.135450994,0.36000971
9,50.97371503,8.477272727,12.27758284,3099.173554,152.0661157,2.079402985,44.0137931,0.132575004,1,1.928363699,0.240006473
12,48.16655823,8.32231405,10.96820528,1900.826446,323.1404959,2.167164179,40.97931034,0.132575004,1,2.359708211,0.197823517
16,43.09954457,8.337809917,9.694620494,1398.071625,491.7355372,2.240597015,37.44827586,0.132575004,1,2.569037165,0.061819849
22,26.83689005,8.17768595,9.231383251,454.5454545,789.2561983,2.287164179,36.4,0.132575004,1,2.689559896,0.056728803
0,38.42973325,7.506198347,21.03280733,1253.443526,40.49586777,1.757014925,63.71034483,0.132575004,1,0,0
3,48.47774886,8.291322314,23.69397011,2692.837466,50.41322314,1.536716418,62.77241379,0.132575004,1,0.336194987,0.212369364
6,51.90507482,8.797520661,18.08679417,3898.071625,40.49586777,1.719402985,53.6137931,0.132575004,1,1.262317027,0.370919095
9,53.07033182,8.678719008,12.55460758,3002.754821,109.9173554,2.079402985,45.00689655,0.132575004,1,2.131349352,0.251643151
12,50.64931685,8.487603306,9.749172217,2396.694215,290.9090909,2.228059701,37.44827586,0.132575004,1,2.55000726,0.165095362
16,41.00292778,8.404958678,8.944534029,1095.041322,541.322314,2.288955224,35.29655172,0.132575004,1,2.746649611,0.065456311
22,26.0093689,8.239669421,8.542203844,399.4490358,769.4214876,2.348059701,34.57931034,1.33E-01,1,2.848142437,0.047274002
0,45.29695024,6.720848057,20.20606591,595.6241956,77.41935484,1.808798646,63.00996684,0.132575004,0,0,0
4,54.92776886,8.390459364,21.07353028,1507.279601,163.8709677,1.358714044,49.36312228,0.132575004,0,0.258382839,0.154940959
8,46.96629213,8.456713781,20.95388566,1064.792471,85.16129032,1.247038917,45.04865596,0.132575004,0,1.079671149,0.218473234
12,37.2070626,8.116607774,13.92495522,693.1225869,120,1.82571912,43.82935026,0.132575004,0,1.605664785,0.073904892
16,30.20866774,7.988515901,12.2954632,588.1193694,157.4193548,2.03891709,43.21969741,0.132575004,0,1.744084163,0.029821272
20,27.19101124,8.165194346,10.9999221,303.9655727,189.6774194,2.177664975,41.29694611,0.132575004,0,1.808679873,0.015558925
0,42.3434992,6.716431095,19.66281845,466.457529,70.96774194,1.83248731,62.11893575,0.132575004,1,0,0
4,52.74478331,8.399293286,19.85622553,1073.954311,105.8064516,1.551607445,53.11483212,0.132575004,1,0.198401109,0.122526532
8,45.61797753,8.399293286,20.6731212,756.451094,82.58064516,1.358714044,48.42519482,0.132575004,1,0.752078621,0.08362922
12,36.37239165,8.090106007,20.17377917,618.1306306,122.5806452,1.338409475,46.5493399,0.132575004,1,1.222704506,0.063532276
16,29.75922953,7.913427562,10.02804498,688.1274131,212.9032258,2.448392555,42.32866632,0.132575004,1,1.342667967,0.027228118
20,27.19101124,8.050353357,9.881566205,374.7828185,291.6129032,2.377326565,40.49970777,1.33E-01,1,1.467245407,0.031766138
0,41.76565008,6.716431095,19.42531699,174.7908623,73.5483871,1.873096447,62.7285886,0.132575004,1,0,0
4,54.09309791,8.368374558,20.85747716,1203.120978,96.77419355,1.494077834,53.72448497,0.132575004,1,0.221471005,0.12771284
8,46.51685393,8.408127208,19.473009,710.6177606,110.9677419,1.470389171,49.36312228,0.132575004,1,0.682868932,0.085574086
12,37.2070626,7.992932862,15.92079316,588.9559202,121.2903226,1.642978003,45.09555233,0.132575004,1,1.121196962,0.068070296
16,30.14446228,7.838339223,9.550098586,742.286036,189.6774194,2.556683587,42.09418446,0.132575004,1,1.241160423,0.023338387
20,27.44783307,8.015017668,9.199348364,374.798906,268.3870968,2.485617597,39.42109119,0.132575004,1,1.333440009,0.021393521
0,38.44416562,7.218204489,14.61685912,1914.0625,768.8976378,2.637141112,66.45454545,0.048549581,0,0,0
4,54.69259724,7.940149626,14.09415167,2179.6875,761.8110236,2.521686011,61.27272727,0.048549581,0,0.001203211,0.000991965
8,58.58218319,9.028678304,13.9771548,2453.125,790.1574803,2.316432498,55.81818182,0.048549581,0,0.09685852,0.048606265
13,48.85821832,8.635910224,14.7297563,2265.625,861.023622,2.076359194,52.72727273,0.048549581,0,0.252072795,0.020037685
17,39.88707654,8.198254364,15.44756908,2156.25,921.2598425,1.938912645,51.63636364,0.048549581,0,0.282754686,0.004959823
21,37.18946048,7.947630923,13.18293224,1750,1048.818898,2.167990226,49.27272727,4.85E-02,0,0.300802858,0.002876697
25,30.47678795,7.21446384,11.90719514,1421.875,1183.464567,2.307269395,47.36363636,0.048549581,0,0.312834972,0.001289554
0,39.44792974,7.315461347,14.85164028,1929.6875,783.0708661,2.666463042,68.27272727,0.048549581,1,0,0
4,59.1468005,7.891521197,14.17960437,2257.8125,775.984252,2.543677459,62.18181818,0.048549581,1,0.001203211,0.000991965
8,59.83688833,8.729426434,12.92420311,3164.0625,864.5669291,2.415394013,53.81818182,0.048549581,1,0.068583052,0.031147688
13,50.42659975,8.385286783,12.70945621,2546.875,967.3228346,2.153329261,47.18181818,0.048549581,1,0.162433543,0.010614021
17,39.88707654,8.228179551,12.61524556,2054.6875,1094.88189,2.098350641,45.63636364,0.048549581,1,0.188904195,0.004067055
21,36.75031368,7.869077307,10.98306582,1484.375,1279.133858,2.323762981,44,0.048549581,1,0.204545943,0.002777501
25,30.03764115,7.420199501,10.18765725,1156.25,1474.015748,2.505192425,44,0.048549581,1,0.212366818,0.000595179
0,7.816793893,7.809154807,10.56291899,2621.212121,335.8511113,2.779878971,50.62290909,0.2,0,1.97E-05,0
4,31.63358779,7.657498419,11.57905594,2045.454545,175.1481798,2.360060514,47.11221818,0.2,0,0.005692251,0
5,41.89312977,7.611559433,11.8931185,1939.393939,132.7004173,2.253403933,46.2032,0.2,0,0.005836525,0.00255102
6,61.3129771,7.57478625,12.21658524,1772.727273,90.25630906,2.153555219,45.35687273,2.00E-01,0,0.005980798,0.00255102
7,72.0610687,7.542598719,12.59047619,1681.818182,44.7791737,2.049167927,44.4792,0.2,0,0.342866324,0.341836735
8,64,7.684451491,12.54576569,2348.484848,90.08090508,2.033282905,43.97767273,0.2,0,0.853208121,0.515306122
9,54.47328244,7.844619374,12.4592986,3090.909091,126.3018264,2.019667171,43.38210909,0.2,0,1.608460994,0.742346939
10,43.35877863,7.99563795,12.38072124,3787.878788,162.5227477,2.006051437,42.81789091,0.2,0,1.863707308,0.275510204
14,19.66412214,8.595115603,12.09288691,6696.969697,331.6194903,1.947049924,40.59236364,0.2,0,2.088780757,0.058673469
21,33.83206107,8.58503157,11.24382597,6439.393939,340.093695,2.031013616,39.36989091,0.2,0,2.161232359,0.010204082
28,20.51908397,7.494048001,9.963259538,2909.090909,1567.928844,2.189863843,37.61454545,0.2,0,2.192867635,0.005102041
34,12.94656489,7.342127691,9.871333523,2454.545455,1854.853209,2.180786687,37.11301818,0.2,0,2.198841876,0.005102041
0,7.816793893,7.575567021,11.30093953,1651.515152,357.0311415,2.598335855,50.62290909,0.2,1,2.62E-05,0
4,58.50381679,7.382683761,12.53535768,2212.121212,193.2988372,2.214826021,47.86450909,0.2,1,0.005685693,0
5,71.57251908,7.336750273,12.96381844,2333.333333,150.854729,2.114977307,47.26894545,0.2,1,0.781340171,0.775510204
6,64.24427481,7.28624213,13.34754722,2469.69697,108.4069665,2.024205749,46.57934545,0.2,1,1.255987356,0.482142857
7,54.59541985,7.240308643,13.79289962,2636.363636,72.01064117,1.931164902,45.92109091,0.2,1,1.470417344,0.209183673
8,41.03816794,7.345520193,13.60371869,3303.030303,108.2352167,1.937972769,45.45090909,0.2,1,1.4807657,0.012755102
9,48.73282443,7.455311896,13.40022604,3954.545455,150.5075753,1.947049924,44.98072727,0.2,1,1.613563034,0.135204082
10,49.95419847,7.565103599,13.17404403,4606.060606,195.8056524,1.958396369,44.4792,0.2,1,1.685142437,0.06377551
14,30.77862595,7.999690258,12.3270391,7393.939394,367.9281136,2.001512859,42.53578182,0.2,1,1.808168512,0.020408163
21,23.20610687,7.549922564,11.33823423,5833.333333,615.4340883,2.099092284,41.0312,0.2,1,1.834708305,0.010204082
28,15.38931298,7.182597619,9.674419713,3454.545455,1573.976627,2.307866868,38.49221818,0.2,1,1.840826819,0.005102041
34,14.90076336,7.12684402,9.576618254,3242.424242,1637.005123,2.301059002,37.99069091,0.2,1,1.841705577,0.005102041
0,7.816793893,7.781673891,10.90896775,2242.424242,332.8253926,2.680030257,50.40349091,0.2,1,3.28E-05,0
4,44.33587786,7.50176773,12.46871143,2878.787879,184.2216814,2.2397882,48.14661818,0.2,1,0.005705367,0
5,68.15267176,7.428353326,12.94922789,3060.606061,150.8510747,2.128593041,47.51970909,0.2,1,0.2099116,0.206632653
6,70.47328244,7.359519075,13.50357508,3212.121212,117.4841223,2.019667171,47.01818182,0.2,1,0.715164472,0.49744898
7,60.33587786,7.281530017,14.10933593,3363.636364,78.06207839,1.908472012,46.42261818,0.2,1,0.909192855,0.201530612
8,46.90076336,7.423382788,13.86568271,3848.484848,108.2315625,1.928895613,46.10916364,0.2,1,0.929745291,0.015306122
9,49.95419847,7.560655407,13.61780788,4348.484848,138.4047008,1.949319213,45.76436364,0.2,1,1.0217263,0.096938776
10,48,7.702508179,13.3566122,4848.484848,171.6035578,1.969742814,45.35687273,0.2,1,1.098407744,0.081632653
14,27.96946565,8.247024,12.46625726,6787.878788,292.2851484,2.049167927,44.04036364,0.2,1,1.267352185,0.025510204
21,22.22900763,7.975876763,10.66141981,6242.424242,373.3765996,2.264750378,41.62676364,0.2,1,1.298994019,0.010204082
28,15.75572519,7.503208306,10.00170836,4484.848485,1223.000577,2.366868381,40.81178182,0.2,1,1.320418656,0.012755102
34,14.90076336,7.484095928,9.582829235,3909.090909,1458.484071,2.407715582,39.77738182,0.2,1,1.40802555,0.010204082
0,7.816793893,7.754203972,11.20068766,2136.363636,347.9539857,2.680030257,51.75134545,0.2,1,3.93E-05,0
4,57.64885496,7.488027272,11.65399449,2803.030303,187.2474,2.421331316,48.64814545,0.2,1,0.005672578,0
5,72.54961832,7.419193021,11.80937171,2984.848485,147.8253561,2.350983359,47.86450909,0.2,1,1.220122239,1.216836735
6,60.82442748,7.354938922,11.98230665,3151.515152,111.4326851,2.280635401,47.11221818,0.2,1,2.09272205,0.87244898
7,48.61068702,7.290690322,12.13310979,3333.333333,75.04366828,2.214826021,46.32858182,0.2,1,2.322451603,0.239795918
8,38.59541985,7.386741567,12.12578262,3909.090909,102.1837795,2.19667171,45.92109091,0.2,1,2.353214679,0.012755102
9,35.66412214,7.487372964,12.1522759,4545.454545,135.3789822,2.169440242,45.45090909,0.2,1,2.383971198,0.040816327
10,28.94656489,7.592584515,12.13650428,5106.060606,168.5741849,2.15128593,45.01207273,0.2,1,2.440244478,0.053571429
14,18.19847328,7.985955298,12.17277071,7545.454545,298.3402399,2.058245083,43.19403636,0.2,1,2.56327711,0.022959184
21,22.22900763,7.957556152,10.93915001,7530.30303,294.7079158,2.198940998,41.47003636,0.2,1,2.60510991,0.010204082
28,16.24427481,7.860460215,10.05725726,7575.757576,348.5605911,2.267019667,39.3072,0.2,1,2.621439064,0.005102041
34,14.53435115,7.836767684,9.903533818,7803.030303,275.4244411,2.2397882,38.24145455,0.2,1,2.632521903,0.005102041
0,7.816793893,7.690070837,11.3499397,1606.060606,369.1340159,2.680030257,52.44094545,0.2,1,5.25E-05,0
4,49.09923664,7.442225745,11.349903,2469.69697,193.3024915,2.516641452,49.24370909,0.2,1,0.005711925,0
5,70.35114504,7.377971647,11.32849373,2681.818182,147.8290104,2.47806354,48.39738182,0.2,1,0.694618593,0.696428571
6,60.45801527,7.318297701,11.31386047,2893.939394,105.3812479,2.439485628,47.5824,0.2,1,1.358034731,0.655612245
7,48.48854962,7.24946345,11.3094464,3075.757576,59.90776674,2.398638427,46.76741818,0.2,1,1.552076229,0.198979592
8,36.64122137,7.400476526,11.40747843,3666.666667,96.1323423,2.366868381,46.548,0.2,1,1.572608992,0.012755102
9,41.16030534,7.551495102,11.50478376,4257.575758,129.327545,2.337367625,46.35992727,0.2,1,1.572753266,0.012755102
10,45.55725191,7.693347874,11.61165547,4878.787879,162.526402,2.30332829,46.10916364,0.2,1,1.623917948,0.048469388
14,33.46564885,8.29740568,12.08084179,7181.818182,292.2741857,2.176248109,45.32552727,0.2,1,1.818372593,0.035714286
21,21.98473282,8.255266076,10.72427476,7469.69697,312.8585732,2.339636914,43.25672727,0.2,1,1.870422591,0.010204082
28,16.24427481,8.272668457,10.14969754,7257.575758,288.0498732,2.398638427,41.97156364,0.2,1,1.912255391,0.005102041
34,14.90076336,8.226091658,9.691131907,7424.242424,305.6852814,2.468986384,41.25061818,0.2,1,1.928433713,0.005102041
1,25.93951094,7.042402827,24.06584849,22.52252252,39.20308483,1.864151969,78.14249364,0.35,0,0.00098602,0.00098602
3,48.07593308,8.643109541,25.34239284,328.8288288,25.06426735,1.734166658,75.49618321,0.35,0,0.542355689,0.353035484
6,55.47619048,9.300353357,26.00492032,1009.009009,4.498714653,1.625546397,72.79898219,0.35,0,2.253963351,0.668994437
10,55.7979408,9.236749117,25.19309223,887.3873874,23.77892031,1.639057429,71.043257,0.35,0,3.7722577,0.202419562
18,41.51222651,8.918727915,23.41562583,229.7297297,43.05912596,1.730174638,69.56743003,0.5,0,4.529388164,0.010586913
26,34.75546976,8.473498233,21.03895989,99.0990991,73.26478149,1.883774355,67.81170483,0.5,0,4.589922167,0.005107693
34,35.84942085,8.261484099,20.16818464,63.06306306,156.8123393,1.933827952,66.51399491,0.5,0,4.596924544,0
42,34.56241956,8.441696113,19.43556479,40.54054054,266.066838,1.992243749,65.90330789,0.5,0,4.596924544,0
50,35.84942085,8.473498233,19.24065261,22.52252252,466.5809769,2.014611766,65.59796438,0.5,0,4.596924544,0
1,25.93951094,6.851590106,24.06591292,22.52252252,39.20308483,1.860677065,77.48091603,0.35,1,0.000990378,0.000990378
3,52.9021879,6.247349823,23.06838515,500,12.21079692,1.816278995,74.93638677,0.35,1,0.171703676,0.112106664
6,61.97554698,5.908127208,22.40952979,1459.459459,5.784061697,1.838802344,71.67938931,0.35,1,0.707509142,0.211851579
10,61.13899614,6.247349823,21.25964132,1675.675676,12.85347044,1.89394944,69.6692112,0.35,1,1.285773392,0.105637066
18,43.31402831,6.533568905,20.17362839,1229.72973,23.13624679,1.952892775,67.04834606,0.5,1,1.743294315,0.020880745
26,32.95366795,6.96819788,19.59472213,346.8468468,39.20308483,2.004306409,65.77608142,0.5,1,1.838839111,0.007164716
34,34.69111969,7.477031802,18.93892687,207.2072072,77.76349614,2.046386388,64.1221374,0.5,1,1.848928112,0
42,35.72072072,7.784452297,18.51360536,103.6036036,197.9434447,2.097786622,62.67175573,0.5,1,1.848928112,0
50,35.84942085,7.975265018,18.28805998,49.54954955,398.4575835,2.172278191,62.23918575,0.5,1,1.848928112,0
1,25.93951094,7.053003534,24.06594513,22.52252252,39.20308483,1.860677065,77.04834606,0.35,1,0.000983841,0.000983841
3,53.03088803,5.717314488,22.31553644,594.5945946,12.21079692,1.890410269,73.74045802,0.35,1,0.076969486,0.049298823
6,60.43114543,5.399293286,21.33401783,1504.504505,5.141388175,1.939510278,70.71246819,0.35,1,0.434656153,0.153164321
10,60.94594595,5.643109541,20.42996803,1945.945946,4.498714653,1.988094659,68.11704835,0.35,1,0.830685379,0.067544007
18,38.80952381,5.780918728,19.20563863,1878.378378,9.640102828,2.043048952,65.80152672,0.5,1,1.148182741,0.019853323
26,38.42342342,5.961130742,18.288672,950.4504505,19.28020566,2.099611418,64.04580153,0.5,1,1.24271101,0.007169074
34,35.59202059,6.268551237,17.72506624,477.4774775,109.2544987,2.186215025,62.08651399,0.5,1,1.25177041,0
42,33.91891892,6.893992933,16.96174877,346.8468468,179.3059126,2.26619314,61.0178117,0.5,1,1.25177041,0
50,35.46332046,7.180212014,16.72087068,211.7117117,328.4061697,2.313535598,60.40712468,0.5,1,1.25177041,0
1,25.93951094,6.90459364,24.06578407,22.52252252,37.27506427,1.852376155,76.5394402,0.35,1,0.000988199,0.000988199
3,46.4028314,5.4204947,22.51528036,828.8288288,25.06426735,1.870846195,74.02035623,0.35,1,0.037849005,0.023558797
6,60.81724582,4.67844523,21.38011258,1644.144144,19.28020566,1.922391341,71.67938931,0.35,1,0.225647144,0.081092249
10,56.50579151,4.869257951,20.26088952,2626.126126,16.70951157,1.966149716,70.3307888,0.35,1,0.443553213,0.038712999
18,37.32947233,5.229681979,19.20567085,2513.513514,14.781491,2.03198008,68.42239186,0.5,1,0.592187289,0.004407128
26,34.69111969,5.144876325,18.28870421,1581.081081,11.56812339,2.054824766,66.28498728,0.5,1,0.598818138,0
34,36.68597169,5.431095406,17.72509845,1400.900901,64.26735219,2.102951832,65.47073791,0.5,1,0.598818138,0
42,35.01287001,6.014134276,17.08473252,945.9459459,133.6760925,2.16433286,64.19847328,0.5,1,0.598818138,0
50,35.84942085,6.247349823,16.90524968,837.8378378,225.5784062,2.187422705,63.86768448,0.5,1,0.598818138,0
1,25.93951094,6.915194346,24.06597734,22.52252252,39.20308483,1.84561915,75.72519084,0.35,1,0.000981662,0.000981662
3,35.52767053,5.134275618,22.05430065,1157.657658,29.56298201,1.873612669,74.02035623,0.35,1,0.015191246,0.010173984
6,59.07979408,4.265017668,21.05744933,1941.441441,19.28020566,1.902700221,72.79898219,0.35,1,0.122680504,0.049174617
10,54.8970399,4.265017668,19.99971815,3157.657658,8.997429306,1.94800399,70.3562341,0.35,1,0.229389662,0.012972973
18,39.32432432,4.625441696,19.29786035,3139.63964,7.06940874,1.996459837,69.16030534,0.5,1,0.290505471,0.002347926
26,34.62676963,4.83745583,18.58060542,2752.252252,5.784061697,2.02413053,67.63358779,0.5,1,0.292811996,0
34,35.59202059,5.208480565,17.69440082,2216.216216,44.98714653,2.061641572,66.10687023,0.5,1,0.292811996,0
42,35.97812098,5.113074205,17.31514185,1684.684685,74.55012853,2.122512928,65.31806616,0.5,1,0.292811996,0
50,36.17117117,5.335689046,17.07426376,1450.45045,179.3059126,2.157312831,64.88549618,0.5,1,0.292811996,0
